label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-45	checkpoint-45	45	0.5	0.4684249581609777	0.755842004251547
checkpoint-90	checkpoint-90	90	1.0	0.311763719665769	0.759967683079015
checkpoint-135	checkpoint-135	135	1.5	0.39255810474115443	0.8559688047759618
checkpoint-180	checkpoint-180	180	2.0	0.34469757115641103	0.8920740348672755
checkpoint-225	checkpoint-225	225	2.5	0.27643643551076685	0.9043845154183126
checkpoint-270	checkpoint-270	270	3.0	0.23459951823098746	0.9219251590026938
checkpoint-315	checkpoint-315	315	3.5	0.1983774879745703	0.9266608143347705
checkpoint-360	checkpoint-360	360	4.0	0.21698938724815767	0.9504010568622895
checkpoint-405	checkpoint-405	405	4.5	0.18237983216274287	0.9535995427148508
checkpoint-450	checkpoint-450	450	5.0	0.15746008940694595	0.9411213813798307
final	final	450	5.0	0.15746008940694595	0.9411213813798307
