label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.9284232365145229	0.9575
checkpoint-16	checkpoint-16	16	1.032258064516129	0.0	0.005
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.0	0.0
checkpoint-32	checkpoint-32	32	2.064516129032258	0.0	0.0
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.0	0.0
checkpoint-48	checkpoint-48	48	3.096774193548387	0.0	0.0
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.0	0.0
checkpoint-64	checkpoint-64	64	4.129032258064516	0.0	0.0
checkpoint-72	checkpoint-72	72	4.645161290322581	0.0	0.0
checkpoint-75	checkpoint-75	75	4.838709677419355	0.0	0.0
final	final	75	4.838709677419355	0.0	0.0
