label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-16	checkpoint-16	16	0.5245901639344263	0.9139522821576763	0.9615
checkpoint-32	checkpoint-32	32	1.0491803278688525	0.6705394190871369	0.9428333333333334
checkpoint-48	checkpoint-48	48	1.5737704918032787	0.27809474412171503	0.9338333333333334
checkpoint-64	checkpoint-64	64	2.098360655737705	0.13995504840940526	0.9025
checkpoint-80	checkpoint-80	80	2.6229508196721314	0.22538035961272473	0.9466666666666667
checkpoint-96	checkpoint-96	96	3.1475409836065573	0.13366182572614108	0.9386666666666666
checkpoint-112	checkpoint-112	112	3.6721311475409837	0.16849930843706779	0.9645
checkpoint-128	checkpoint-128	128	4.19672131147541	0.15440871369294606	0.9635
checkpoint-144	checkpoint-144	144	4.721311475409836	0.1296853388658368	0.9625
checkpoint-150	checkpoint-150	150	4.918032786885246	0.12847510373443982	0.9625
final	final	150	4.918032786885246	0.12847510373443982	0.9625
