label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-45	checkpoint-45	45	0.5	0.0029830132817281136	0.0009368034218928852
checkpoint-90	checkpoint-90	90	1.0	0.0029830132817281136	0.0009368034218928852
checkpoint-135	checkpoint-135	135	1.5	0.0029830132817281136	0.0009368034218928852
checkpoint-180	checkpoint-180	180	2.0	0.0029830132817281136	0.0009368034218928852
checkpoint-225	checkpoint-225	225	2.5	0.0029830132817281136	0.0009368034218928852
checkpoint-270	checkpoint-270	270	3.0	0.0029830132817281136	0.0009368034218928852
checkpoint-315	checkpoint-315	315	3.5	0.0029830132817281136	0.0009368034218928852
checkpoint-360	checkpoint-360	360	4.0	0.0029830132817281136	0.0009368034218928852
checkpoint-405	checkpoint-405	405	4.5	0.0029830132817281136	0.0009368034218928852
checkpoint-450	checkpoint-450	450	5.0	0.0029830132817281136	0.0009368034218928852
final	final	450	5.0	0.0029830132817281136	0.0009368034218928852
