label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-45	checkpoint-45	45	0.5	0.7373734241136116	0.837369721067534
checkpoint-90	checkpoint-90	90	1.0	0.7344795270724412	0.8789460208446291
checkpoint-135	checkpoint-135	135	1.5	0.7084462448130388	0.886227870870018
checkpoint-180	checkpoint-180	180	2.0	0.6849654687098244	0.8947582183665682
checkpoint-225	checkpoint-225	225	2.5	0.6579372346999995	0.9123937471849997
checkpoint-270	checkpoint-270	270	3.0	0.6709322044942052	0.9240923865178339
checkpoint-315	checkpoint-315	315	3.5	0.6314702625921799	0.9229438663832301
checkpoint-360	checkpoint-360	360	4.0	0.6362295484994339	0.935812470057003
checkpoint-405	checkpoint-405	405	4.5	0.6522894678938445	0.9489710366946946
checkpoint-450	checkpoint-450	450	5.0	0.6180566269051854	0.9504380642551618
final	final	450	5.0	0.6180566269051854	0.9504380642551618
