label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.39	0.73	0.855	0.65	0.603	0.0
checkpoint-45	checkpoint-45	45	0.5	0.7004689504081655	0.7701382613410447	0.39	0.725	0.86	0.64	0.601	-0.0020000000000000018
checkpoint-90	checkpoint-90	90	1.0	0.7134420922368125	0.7959096790110706	0.3925	0.72	0.855	0.655	0.603	0.0
checkpoint-135	checkpoint-135	135	1.5	0.7025725172130174	0.7991206441007633	0.3875	0.73	0.86	0.655	0.604	0.0010000000000000009
checkpoint-180	checkpoint-180	180	2.0	0.6993037731054403	0.8233318702503594	0.405	0.725	0.865	0.64	0.608	0.0050000000000000044
checkpoint-225	checkpoint-225	225	2.5	0.6703194050363206	0.8295362026972365	0.4075	0.705	0.86	0.64	0.604	0.0010000000000000009
checkpoint-270	checkpoint-270	270	3.0	0.639136840543579	0.8339617418146243	0.4025	0.715	0.86	0.64	0.604	0.0010000000000000009
checkpoint-315	checkpoint-315	315	3.5	0.6497500560109105	0.8492691039907739	0.3925	0.705	0.86	0.65	0.6	-0.0030000000000000027
checkpoint-360	checkpoint-360	360	4.0	0.6309679061242104	0.860236632155121	0.39	0.7	0.86	0.65	0.598	-0.0050000000000000044
checkpoint-405	checkpoint-405	405	4.5	0.6459809728305733	0.8717983584782789	0.3975	0.69	0.86	0.645	0.598	-0.0050000000000000044
checkpoint-450	checkpoint-450	450	5.0	0.6071587958180524	0.862199386652667	0.4025	0.69	0.86	0.64	0.599	-0.0040000000000000036
final	final	450	5.0	0.6071587958180524	0.862199386652667	0.4025	0.69	0.86	0.64	0.599	-0.0040000000000000036
