label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-45	checkpoint-45	45	0.5	0.7156177965834097	0.792478534277739
checkpoint-90	checkpoint-90	90	1.0	0.6921538864053626	0.8048707036281589
checkpoint-135	checkpoint-135	135	1.5	0.6639407397048939	0.8401908892962571
checkpoint-180	checkpoint-180	180	2.0	0.6532229830684155	0.8647196187951656
checkpoint-225	checkpoint-225	225	2.5	0.6485719849214118	0.8810458317913586
checkpoint-270	checkpoint-270	270	3.0	0.5805269611712821	0.8739658728724334
checkpoint-315	checkpoint-315	315	3.5	0.6017907327129279	0.9023076547927443
checkpoint-360	checkpoint-360	360	4.0	0.5202691831729692	0.8937206486908277
checkpoint-405	checkpoint-405	405	4.5	0.4855974522178065	0.8961954822292794
checkpoint-450	checkpoint-450	450	5.0	0.49232173118070993	0.9094258403403533
final	final	450	5.0	0.49232173118070993	0.9094258403403533
