label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-45	checkpoint-45	45	0.5	0.8456610715902138	0.8691666738386421
checkpoint-90	checkpoint-90	90	1.0	0.8255366521865306	0.8747980371737827
checkpoint-135	checkpoint-135	135	1.5	0.7619091726073318	0.8550129238996037
checkpoint-180	checkpoint-180	180	2.0	0.6814638094335905	0.8697201351773916
checkpoint-225	checkpoint-225	225	2.5	0.660272726771511	0.8804068087865303
checkpoint-270	checkpoint-270	270	3.0	0.6242039308381788	0.895976378381945
checkpoint-315	checkpoint-315	315	3.5	0.5545134393606085	0.8962213013405856
checkpoint-360	checkpoint-360	360	4.0	0.4754708174385146	0.8977319345112585
checkpoint-405	checkpoint-405	405	4.5	0.4757273774814587	0.9240109128777121
checkpoint-450	checkpoint-450	450	5.0	0.2833635817310704	0.9261526081605603
final	final	450	5.0	0.2833635817310704	0.9261526081605603
