label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-45	checkpoint-45	45	0.5	0.3415641930143493	0.7711169490990564
checkpoint-90	checkpoint-90	90	1.0	0.16216996792717528	0.8377388626394592
checkpoint-135	checkpoint-135	135	1.5	0.08108801005640186	0.8740565266410197
checkpoint-180	checkpoint-180	180	2.0	0.05520021832977721	0.9021158044517885
checkpoint-225	checkpoint-225	225	2.5	0.061247291552953234	0.9017920614839102
checkpoint-270	checkpoint-270	270	3.0	0.05427355728675631	0.947153012659971
checkpoint-315	checkpoint-315	315	3.5	0.04050430870507286	0.9479256495658086
checkpoint-360	checkpoint-360	360	4.0	0.028596238773383614	0.9544200166963587
checkpoint-405	checkpoint-405	405	4.5	0.04221579913660497	0.97254912085926
checkpoint-450	checkpoint-450	450	5.0	0.03198035032005161	0.9715987624039314
final	final	450	5.0	0.03198035032005161	0.9715987624039314
