label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.0968533886583679	0.8568333333333332
checkpoint-16	checkpoint-16	16	1.032258064516129	0.0454356846473029	0.8686666666666667
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.04007607192254495	0.849
checkpoint-32	checkpoint-32	32	2.064516129032258	0.027005532503457812	0.904
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.012863070539419085	0.9223333333333332
checkpoint-48	checkpoint-48	48	3.096774193548387	0.017773167358229598	0.9675
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.01061549100968188	0.9573333333333333
checkpoint-64	checkpoint-64	64	4.129032258064516	0.00933609958506224	0.9633333333333333
checkpoint-72	checkpoint-72	72	4.645161290322581	0.010788381742738587	0.976
checkpoint-75	checkpoint-75	75	4.838709677419355	0.010096818810511755	0.976
final	final	75	4.838709677419355	0.010096818810511755	0.976
