label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.38	0.71	0.85	0.705	0.605	0.0
checkpoint-16	checkpoint-16	16	0.5245901639344263	0.9247579529737207	0.9535	0.3775	0.71	0.855	0.695	0.603	-0.0020000000000000018
checkpoint-32	checkpoint-32	32	1.0491803278688525	0.9169605809128631	0.9431666666666666	0.3775	0.715	0.855	0.7	0.605	0.0
checkpoint-48	checkpoint-48	48	1.5737704918032787	0.8651798063623789	0.9276666666666666	0.38	0.715	0.86	0.705	0.608	0.0030000000000000027
checkpoint-64	checkpoint-64	64	2.098360655737705	0.70966459197787	0.935	0.3725	0.715	0.865	0.695	0.604	-0.0010000000000000009
checkpoint-80	checkpoint-80	80	2.6229508196721314	0.5895055325034578	0.9423333333333334	0.38	0.71	0.86	0.705	0.607	0.0020000000000000018
checkpoint-96	checkpoint-96	96	3.1475409836065573	0.5735995850622407	0.9508333333333334	0.375	0.71	0.865	0.705	0.606	0.0010000000000000009
checkpoint-112	checkpoint-112	112	3.6721311475409837	0.5110131396957123	0.9576666666666668	0.365	0.71	0.86	0.705	0.601	-0.0040000000000000036
checkpoint-128	checkpoint-128	128	4.19672131147541	0.47154218533886577	0.9696666666666668	0.365	0.705	0.865	0.69	0.598	-0.007000000000000006
checkpoint-144	checkpoint-144	144	4.721311475409836	0.40636237897648686	0.972	0.3675	0.715	0.865	0.695	0.602	-0.0030000000000000027
checkpoint-150	checkpoint-150	150	4.918032786885246	0.3946922544951591	0.9655	0.3575	0.705	0.865	0.695	0.596	-0.009000000000000008
final	final	150	4.918032786885246	0.3946922544951591	0.9655	0.3575	0.705	0.865	0.695	0.596	-0.009000000000000008
