label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.9118257261410788	0.9575
checkpoint-16	checkpoint-16	16	1.032258064516129	0.9066390041493776	0.9555
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.8931535269709544	0.9511666666666666
checkpoint-32	checkpoint-32	32	2.064516129032258	0.8796680497925311	0.9431666666666666
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.8609958506224067	0.9381666666666666
checkpoint-48	checkpoint-48	48	3.096774193548387	0.8495850622406639	0.9325
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.8340248962655602	0.9385
checkpoint-64	checkpoint-64	64	4.129032258064516	0.8091286307053942	0.941
checkpoint-72	checkpoint-72	72	4.645161290322581	0.7821576763485477	0.9471666666666666
checkpoint-75	checkpoint-75	75	4.838709677419355	0.7738589211618258	0.9495
final	final	75	4.838709677419355	0.7738589211618258	0.9495
