label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge	mmlu_pro_400_acc	truthfulqa_bin_200_acc	arc_200_acc	winogrande_200_acc	utility_avg	utility_delta_vs_base
base_model_orig	base_model_orig	0	0.0			0.38	0.71	0.85	0.705	0.605	0.0
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.9454702627939143	0.9535	0.3825	0.715	0.855	0.695	0.606	0.0010000000000000009
checkpoint-16	checkpoint-16	16	1.032258064516129	0.93298755186722	0.9468333333333333	0.375	0.71	0.855	0.71	0.605	0.0
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.8811203319502076	0.937	0.38	0.725	0.86	0.71	0.611	0.006000000000000005
checkpoint-32	checkpoint-32	32	2.064516129032258	0.9065352697095436	0.9523333333333334	0.3825	0.72	0.86	0.695	0.608	0.0030000000000000027
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.9086099585062242	0.9605	0.3775	0.72	0.86	0.705	0.608	0.0030000000000000027
checkpoint-48	checkpoint-48	48	3.096774193548387	0.8706431535269709	0.9638333333333333	0.3725	0.715	0.86	0.695	0.603	-0.0020000000000000018
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.7794260027662517	0.9695	0.37	0.71	0.865	0.69	0.601	-0.0040000000000000036
checkpoint-64	checkpoint-64	64	4.129032258064516	0.6604080221300138	0.9705	0.3675	0.71	0.86	0.705	0.602	-0.0030000000000000027
checkpoint-72	checkpoint-72	72	4.645161290322581	0.6118257261410788	0.9723333333333333	0.3625	0.705	0.87	0.7	0.6	-0.0050000000000000044
checkpoint-75	checkpoint-75	75	4.838709677419355	0.618222683264177	0.9716666666666668	0.365	0.705	0.865	0.705	0.601	-0.0040000000000000036
final	final	75	4.838709677419355	0.618222683264177	0.9716666666666668	0.365	0.705	0.865	0.705	0.601	-0.0040000000000000036
