label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-16	checkpoint-16	16	0.5245901639344263	0.5789591977869987	0.9491666666666667
checkpoint-32	checkpoint-32	32	1.0491803278688525	0.38872752420470263	0.9675
checkpoint-48	checkpoint-48	48	1.5737704918032787	0.4828665283540802	0.9843333333333334
checkpoint-64	checkpoint-64	64	2.098360655737705	0.34980982019363766	0.99
checkpoint-80	checkpoint-80	80	2.6229508196721314	0.4181448824343015	0.994
checkpoint-96	checkpoint-96	96	3.1475409836065573	0.344173582295989	0.996
checkpoint-112	checkpoint-112	112	3.6721311475409837	0.2991009681881051	0.993
checkpoint-128	checkpoint-128	128	4.19672131147541	0.2644882434301521	1.0
checkpoint-144	checkpoint-144	144	4.721311475409836	0.26218879668049794	0.994
checkpoint-150	checkpoint-150	150	4.918032786885246	0.27100622406639	1.0
final	final	150	4.918032786885246	0.27100622406639	1.0
