label	checkpoint	step	epoch	forget_qa_rouge	holdout_qa_rouge
checkpoint-8	checkpoint-8	8	0.5161290322580645	0.8469917012448133	0.9528333333333334
checkpoint-16	checkpoint-16	16	1.032258064516129	0.09076763485477178	0.8246666666666668
checkpoint-24	checkpoint-24	24	1.5483870967741935	0.10632780082987552	0.914
checkpoint-32	checkpoint-32	32	2.064516129032258	0.0912863070539419	0.9043333333333333
checkpoint-40	checkpoint-40	40	2.5806451612903225	0.09336099585062241	0.9413333333333332
checkpoint-48	checkpoint-48	48	3.096774193548387	0.056016597510373446	0.935
checkpoint-56	checkpoint-56	56	3.6129032258064515	0.05394190871369295	0.9588
checkpoint-64	checkpoint-64	64	4.129032258064516	0.04771784232365145	0.976
checkpoint-72	checkpoint-72	72	4.645161290322581	0.03941908713692946	0.981
checkpoint-75	checkpoint-75	75	4.838709677419355	0.03941908713692946	0.983
final	final	75	4.838709677419355	0.03941908713692946	0.983
